ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_For_Days,Family_Size,TotalSpent,TotalPurchases,SpendPerPurchase,DealRate,WebChannelShare,CatalogChannelShare,StoreChannelShare
6606,1969,Master,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,57,4774,3,1161,27,43.0,0.07407407407407407,0.29411764705882354,0.11764705882352941,0.5882352941176471
5545,1972,PhD,Married,78075.0,0,0,2014-04-05,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,3,11,0,54,4404,2,988,15,65.86666666666666,0.06666666666666667,0.23076923076923078,0.38461538461538464,0.38461538461538464
7342,1961,2n Cycle,Widow,59184.0,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,3,11,0,65,4977,2,1072,32,33.5,0.09375,0.25,0.25,0.5
837,1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,49,4610,4,174,16,10.875,0.25,0.25,0.125,0.625
9500,1959,Graduation,Married,58113.0,0,1,2013-01-25,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,3,11,0,67,4839,3,758,29,26.137931034482758,0.10344827586206896,0.47368421052631576,0.10526315789473684,0.42105263157894735
3602,1958,Master,Married,51412.0,0,1,2013-12-31,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,3,11,0,68,4499,3,195,15,13.0,0.13333333333333333,0.3333333333333333,0.2222222222222222,0.4444444444444444
234,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,47,4946,2,31,13,2.3846153846153846,0.15384615384615385,0.25,0.25,0.5
2995,1957,Master,Together,66636.0,0,0,2013-08-17,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,3,11,0,69,4635,2,1084,18,60.22222222222222,0.05555555555555555,0.1875,0.25,0.5625
1118,1956,Master,Married,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,70,4813,3,685,30,22.833333333333332,0.1,0.5263157894736842,0.21052631578947367,0.2631578947368421
7789,1965,PhD,Married,84618.0,0,0,2013-11-22,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,3,11,0,61,4538,2,1672,28,59.714285714285715,0.03571428571428571,0.24,0.36,0.4
3068,1990,Graduation,Married,18351.0,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,3,11,0,36,4562,2,43,13,3.3076923076923075,0.07692307692307693,0.4,0.0,0.6
8955,1957,PhD,Together,40451.0,0,2,2014-02-16,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,3,11,0,69,4452,4,49,10,4.9,0.1,0.25,0.25,0.5
945,1965,Graduation,Together,36317.0,0,1,2013-05-22,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,3,11,0,61,4722,3,133,16,8.3125,0.125,0.42857142857142855,0.0,0.5714285714285714
5644,1957,Graduation,Together,42213.0,0,1,2013-10-12,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,3,11,0,69,4579,3,363,22,16.5,0.09090909090909091,0.38461538461538464,0.07692307692307693,0.5384615384615384
7192,1955,Graduation,Together,65748.0,0,1,2013-04-15,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,3,11,0,71,4759,3,545,19,28.68421052631579,0.10526315789473684,0.125,0.25,0.625
2324,1972,Graduation,Together,77044.0,0,1,2013-10-27,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,3,11,0,54,4564,3,1065,35,30.428571428571427,0.05714285714285714,0.2413793103448276,0.3793103448275862,0.3793103448275862
697,1969,Graduation,Together,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,57,4793,2,2047,24,85.29166666666667,0.041666666666666664,0.25,0.45,0.3
3439,1972,Graduation,Married,56721.0,1,1,2012-10-31,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,3,11,0,54,4925,4,296,21,14.095238095238095,0.23809523809523808,0.4,0.1,0.5
1506,1975,Graduation,Single,42160.0,1,1,2013-06-28,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,3,11,1,51,4685,3,140,17,8.235294117647058,0.23529411764705882,0.2857142857142857,0.14285714285714285,0.5714285714285714
232,1965,Graduation,Single,61559.0,0,1,2013-07-17,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,3,11,0,61,4666,2,530,20,26.5,0.05,0.25,0.125,0.625
8876,1963,PhD,Together,33629.0,1,1,2012-08-08,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,3,11,0,63,5009,4,152,22,6.909090909090909,0.22727272727272727,0.375,0.125,0.5
4500,1991,PhD,Together,68682.0,0,0,2013-10-06,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,35,4585,2,1598,26,61.46153846153846,0.038461538461538464,0.17391304347826086,0.391304347826087,0.43478260869565216
9739,1963,Graduation,Single,34377.0,0,1,2013-01-19,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,3,11,0,63,4845,2,114,15,7.6,0.13333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
10395,1986,Basic,Single,8940.0,1,0,2012-08-22,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,3,11,0,40,4995,2,101,18,5.611111111111111,0.16666666666666666,0.42857142857142855,0.14285714285714285,0.42857142857142855
1176,1973,Graduation,Married,26228.0,1,0,2013-09-22,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,3,11,0,53,4599,3,25,12,2.0833333333333335,0.08333333333333333,0.3333333333333333,0.0,0.6666666666666666
1627,1957,2n Cycle,Divorced,77297.0,0,0,2013-01-26,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,3,11,0,69,4838,1,789,26,30.346153846153847,0.038461538461538464,0.23809523809523808,0.3333333333333333,0.42857142857142855
938,1981,Graduation,Married,40211.0,1,1,2013-07-30,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,3,11,0,45,4653,4,87,15,5.8,0.13333333333333333,0.4,0.2,0.4
2740,1958,PhD,Widow,33438.0,1,1,2013-09-22,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,3,11,0,68,4599,3,90,16,5.625,0.25,0.2857142857142857,0.14285714285714285,0.5714285714285714
257,1959,PhD,Married,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,67,4746,3,1215,23,52.82608695652174,0.08695652173913043,0.2777777777777778,0.2222222222222222,0.5
4058,1955,PhD,Single,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,71,4579,1,811,28,28.964285714285715,0.03571428571428571,0.5238095238095238,0.09523809523809523,0.38095238095238093
7736,1986,Graduation,Married,22518.0,1,0,2012-10-22,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,3,11,1,40,4934,3,61,12,5.083333333333333,0.16666666666666666,0.4,0.2,0.4
8210,1975,Master,Married,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,3,11,0,51,4637,3,405,22,18.40909090909091,0.22727272727272727,0.3076923076923077,0.07692307692307693,0.6153846153846154
833,1955,Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,3,11,0,71,4410,4,72,16,4.5,0.1875,0.5,0.0,0.5
6230,1971,Graduation,Divorced,44421.0,1,1,2013-02-15,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,3,11,0,55,4818,3,189,22,8.590909090909092,0.22727272727272727,0.5555555555555556,0.0,0.4444444444444444
7325,1986,PhD,Together,38197.0,1,0,2013-06-29,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,3,11,0,40,4684,3,40,10,4.0,0.1,0.25,0.0,0.75
1307,1978,Graduation,Divorced,41986.0,0,1,2014-02-09,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,3,11,0,48,4459,2,63,14,4.5,0.21428571428571427,0.42857142857142855,0.0,0.5714285714285714
1502,1983,Graduation,Together,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,3,11,0,43,4784,3,52,15,3.466666666666667,0.13333333333333333,0.4,0.0,0.6
6211,1976,PhD,Together,37395.0,1,0,2014-05-02,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,3,11,0,50,4377,3,39,11,3.5454545454545454,0.09090909090909091,0.25,0.0,0.75
843,1971,Graduation,Married,64722.0,1,0,2014-05-26,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,3,11,0,55,4353,3,805,31,25.967741935483872,0.12903225806451613,0.38095238095238093,0.09523809523809523,0.5238095238095238
4174,1956,Master,Together,55249.0,0,1,2014-04-17,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,3,11,0,70,4392,3,130,11,11.818181818181818,0.09090909090909091,0.2857142857142857,0.14285714285714285,0.5714285714285714
9757,1972,Graduation,Together,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,3,11,0,54,4587,2,1631,26,62.73076923076923,0.038461538461538464,0.21739130434782608,0.2608695652173913,0.5217391304347826
6918,1989,Graduation,Married,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,37,4679,3,34,13,2.6153846153846154,0.07692307692307693,0.25,0.0,0.75
286,1952,Graduation,Single,44213.0,1,1,2013-11-29,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,3,11,0,74,4531,3,152,18,8.444444444444445,0.2222222222222222,0.25,0.125,0.625
11086,1984,Basic,Single,25707.0,1,0,2014-01-18,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,4481,2,21,12,1.75,0.08333333333333333,0.25,0.0,0.75
1921,1967,PhD,Married,59062.0,2,1,2013-10-03,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,3,11,0,59,4588,5,71,11,6.454545454545454,0.18181818181818182,0.4,0.0,0.6
4138,1962,Graduation,Single,76624.0,0,1,2014-05-24,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,3,11,0,64,4355,2,899,24,37.458333333333336,0.041666666666666664,0.22727272727272727,0.45454545454545453,0.3181818181818182
7718,1947,Master,Together,66000.0,0,0,2014-04-20,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,3,11,0,79,4389,2,711,11,64.63636363636364,0.09090909090909091,0.1111111111111111,0.3333333333333333,0.5555555555555556
1291,1978,PhD,Together,27683.0,1,0,2012-08-04,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,3,11,0,48,5013,3,351,24,14.625,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333
6862,1971,Graduation,Divorced,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,3,11,0,55,4361,1,8,35,0.22857142857142856,0.42857142857142855,0.0,0.0,0.0
4136,1992,Basic,Single,7500.0,1,0,2012-12-03,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,3,11,0,34,4892,2,119,20,5.95,0.2,0.42857142857142855,0.2857142857142857,0.2857142857142857
803,1968,Graduation,Together,40521.0,1,1,2013-04-05,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,3,11,0,58,4769,4,21,9,2.3333333333333335,0.1111111111111111,0.0,0.3333333333333333,0.6666666666666666
4298,1973,PhD,Together,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,53,4416,3,10,12,0.8333333333333334,0.08333333333333333,0.3333333333333333,0.0,0.6666666666666666
10833,1975,Graduation,Married,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,3,11,0,51,4355,3,973,33,29.484848484848484,0.09090909090909091,0.3333333333333333,0.125,0.5416666666666666
9606,1965,PhD,Married,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,61,4625,2,1536,16,96.0,0.0625,0.3333333333333333,0.16666666666666666,0.5
8534,1952,Graduation,Married,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,3,11,0,74,4667,4,992,32,31.0,0.125,0.25,0.20833333333333334,0.5416666666666666
5153,1967,PhD,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,3,11,1,59,4811,3,1529,40,38.225,0.05,0.34375,0.3125,0.34375
961,1972,Graduation,Married,74716.0,0,1,2013-09-12,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,3,11,0,54,4609,3,860,21,40.95238095238095,0.09523809523809523,0.4666666666666667,0.2,0.3333333333333333
5011,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,63,4573,2,928,29,32.0,0.06896551724137931,0.38095238095238093,0.42857142857142855,0.19047619047619047
6653,1970,PhD,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,3,11,1,56,5018,4,418,25,16.72,0.16,0.5,0.14285714285714285,0.35714285714285715
9094,1955,2n Cycle,Married,62972.0,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,3,11,1,71,5014,3,587,22,26.681818181818183,0.09090909090909091,0.5,0.2857142857142857,0.21428571428571427
810,1975,Graduation,Married,74190.0,0,1,2014-05-12,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,3,11,0,51,4367,3,641,21,30.523809523809526,0.09523809523809523,0.23529411764705882,0.11764705882352941,0.6470588235294118
5493,1976,Graduation,Married,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,3,11,0,50,4421,4,23,10,2.3,0.1,0.3333333333333333,0.0,0.6666666666666666
2147,1969,Graduation,Together,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,3,11,0,57,4636,2,2279,25,91.16,0.04,0.18181818181818182,0.3181818181818182,0.5
5107,1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,53,4360,3,49,11,4.454545454545454,0.18181818181818182,0.25,0.25,0.5
3979,1983,PhD,Divorced,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,3,11,1,43,4722,1,1779,19,93.63157894736842,0.05263157894736842,0.375,0.125,0.5
6049,1982,Master,Together,73450.0,0,0,2013-12-05,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,3,11,0,44,4525,2,1804,30,60.13333333333333,0.03333333333333333,0.2692307692307692,0.3076923076923077,0.4230769230769231
8147,1960,Graduation,Married,31454.0,1,1,2013-07-06,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,3,11,0,66,4677,4,48,16,3.0,0.1875,0.4,0.0,0.6
1857,1952,Graduation,Single,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,3,11,1,74,4434,3,83,14,5.928571428571429,0.14285714285714285,0.4,0.2,0.4
3910,1975,Graduation,Divorced,83829.0,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,51,4583,1,1862,18,103.44444444444444,0.0,0.23529411764705882,0.4117647058823529,0.35294117647058826
5207,1963,PhD,Married,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,3,11,1,63,4962,4,793,37,21.43243243243243,0.2702702702702703,0.47368421052631576,0.21052631578947367,0.3157894736842105
11114,1970,Graduation,Together,19656.0,1,0,2013-02-08,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,3,11,0,56,4825,3,84,16,5.25,0.1875,0.3333333333333333,0.16666666666666666,0.5
5429,1948,PhD,Married,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,3,11,0,78,4632,3,183,16,11.4375,0.0625,0.4444444444444444,0.1111111111111111,0.4444444444444444
9400,1958,2n Cycle,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,3,11,0,68,4327,1,1383,21,65.85714285714286,0.047619047619047616,0.3333333333333333,0.3333333333333333,0.3333333333333333
1740,1944,Graduation,Married,55956.0,0,0,2014-04-07,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,3,11,0,82,4402,2,999,20,49.95,0.1,0.5,0.21428571428571427,0.2857142857142857
7488,1963,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,3,11,0,63,4842,2,825,27,30.555555555555557,0.1111111111111111,0.23809523809523808,0.14285714285714285,0.6190476190476191
195,1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,3,11,1,54,4991,2,246,22,11.181818181818182,0.18181818181818182,0.5,0.1,0.4
635,1966,Master,Married,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,3,11,0,60,4786,4,610,33,18.484848484848484,0.24242424242424243,0.5294117647058824,0.058823529411764705,0.4117647058823529
7527,1968,Master,Divorced,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,3,11,0,58,4904,2,76,17,4.470588235294118,0.17647058823529413,0.3333333333333333,0.16666666666666666,0.5
10319,1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,55,4807,3,1286,30,42.86666666666667,0.13333333333333333,0.16666666666666666,0.2222222222222222,0.6111111111111112
2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,3,11,0,51,4514,3,30,10,3.0,0.1,0.3333333333333333,0.0,0.6666666666666666
10637,1964,Graduation,Married,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,3,11,0,62,4863,5,99,15,6.6,0.13333333333333333,0.5,0.0,0.5
2931,1978,Graduation,Divorced,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,3,11,0,48,4965,1,1192,25,47.68,0.0,0.2727272727272727,0.3181818181818182,0.4090909090909091
907,1975,Graduation,Married,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,3,11,0,51,4531,3,362,23,15.73913043478261,0.21739130434782608,0.38461538461538464,0.07692307692307693,0.5384615384615384
3698,1983,Graduation,Together,78687.0,0,0,2012-08-09,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,3,11,1,43,5008,2,2130,21,101.42857142857143,0.047619047619047616,0.2222222222222222,0.3333333333333333,0.4444444444444444
9516,1971,2n Cycle,Divorced,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,55,4999,1,1229,35,35.114285714285714,0.05714285714285714,0.34615384615384615,0.2692307692307692,0.38461538461538464
679,1957,PhD,Married,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,3,11,0,69,4966,4,38,15,2.533333333333333,0.13333333333333333,0.25,0.0,0.75
7384,1951,Master,Together,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,3,11,0,75,4662,2,485,25,19.4,0.08,0.4666666666666667,0.06666666666666667,0.4666666666666667
5043,1951,Basic,Married,26997.0,0,0,2012-11-05,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,3,11,0,75,4920,2,434,20,21.7,0.1,0.36363636363636365,0.18181818181818182,0.45454545454545453
5267,1970,Graduation,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,56,4791,2,44,12,3.6666666666666665,0.08333333333333333,0.25,0.0,0.75
339,1972,PhD,Married,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,3,11,1,54,4902,3,496,25,19.84,0.08,0.5625,0.125,0.3125
2516,1969,2n Cycle,Married,46831.0,1,1,2013-06-08,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,3,11,0,57,4705,4,78,11,7.090909090909091,0.18181818181818182,0.2,0.4,0.4
9010,1972,Master,Married,83151.0,0,0,2013-02-10,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,3,11,1,54,4823,2,2346,25,93.84,0.04,0.22727272727272727,0.3181818181818182,0.45454545454545453
378,1971,Graduation,Married,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,3,11,0,55,4865,2,794,27,29.40740740740741,0.07407407407407407,0.3684210526315789,0.10526315789473684,0.5263157894736842
4808,1956,Graduation,Married,15759.0,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,70,4616,2,17,11,1.5454545454545454,0.09090909090909091,0.3333333333333333,0.0,0.6666666666666666
5068,1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,55,4652,2,26,14,1.8571428571428572,0.07142857142857142,0.5,0.0,0.5
7628,1973,2n Cycle,Married,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,53,4422,3,76,13,5.846153846153846,0.15384615384615385,0.3333333333333333,0.0,0.6666666666666666
7128,1977,PhD,Single,42997.0,1,1,2013-12-07,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,4523,3,15,11,1.3636363636363635,0.09090909090909091,0.3333333333333333,0.0,0.6666666666666666
2811,1963,PhD,Single,48918.0,1,1,2014-04-12,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,3,11,0,63,4397,3,62,11,5.636363636363637,0.18181818181818182,0.2,0.0,0.8
3551,1954,Master,Together,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,3,11,0,72,4411,3,198,12,16.5,0.16666666666666666,0.25,0.125,0.625
1663,1978,PhD,Together,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,3,11,0,48,4566,3,49,14,3.5,0.07142857142857142,0.5,0.0,0.5
5543,1966,Graduation,Together,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,3,11,0,60,4689,3,802,30,26.733333333333334,0.16666666666666666,0.35,0.1,0.55
1577,1946,Graduation,Married,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,3,11,1,80,4449,2,1736,16,108.5,0.0625,0.2857142857142857,0.42857142857142855,0.2857142857142857
10641,1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,3,11,0,48,4868,3,57,16,3.5625,0.25,0.3333333333333333,0.16666666666666666,0.5
5336,1971,Master,Together,157733.0,1,0,2013-06-04,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,3,11,0,55,4709,3,59,3,19.666666666666668,0.0,0.5,0.0,0.5
6024,1953,Graduation,Together,94384.0,0,0,2013-03-04,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,73,4801,2,2302,20,115.1,0.0,0.2777777777777778,0.4444444444444444,0.2777777777777778
1878,1985,2n Cycle,Married,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,3,11,0,41,4450,2,37,13,2.8461538461538463,0.07692307692307693,0.4,0.0,0.6
3099,1970,Graduation,Divorced,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,3,11,0,56,4808,3,310,25,12.4,0.2,0.45454545454545453,0.18181818181818182,0.36363636363636365
6055,1979,Graduation,Married,71626.0,0,0,2012-11-01,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,3,11,0,47,4924,2,1305,22,59.31818181818182,0.045454545454545456,0.2777777777777778,0.2777777777777778,0.4444444444444444
5841,1966,Graduation,Together,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,3,11,0,60,4685,3,832,33,25.21212121212121,0.15151515151515152,0.47619047619047616,0.14285714285714285,0.38095238095238093
3972,1976,Graduation,Together,50200.0,1,1,2013-04-03,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,3,11,0,50,4771,4,401,27,14.851851851851851,0.2222222222222222,0.5384615384615384,0.07692307692307693,0.38461538461538464
4394,1965,PhD,Married,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,3,11,0,61,4356,2,1501,25,60.04,0.04,0.22727272727272727,0.22727272727272727,0.5454545454545454
5758,1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,3,11,1,44,4485,2,1189,34,34.970588235294116,0.029411764705882353,0.37037037037037035,0.14814814814814814,0.48148148148148145
6658,1972,Graduation,Together,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,3,11,0,54,4661,3,1194,38,31.42105263157895,0.18421052631578946,0.44,0.08,0.48
4603,1960,PhD,Married,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,3,11,0,66,4468,3,656,25,26.24,0.08,0.2631578947368421,0.21052631578947367,0.5263157894736842
8427,1956,Master,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,3,11,0,70,4902,1,1540,27,57.03703703703704,0.037037037037037035,0.3181818181818182,0.22727272727272727,0.45454545454545453
10260,1965,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,3,11,0,61,4626,3,311,22,14.136363636363637,0.13636363636363635,0.5,0.08333333333333333,0.4166666666666667
